Name in English,Countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude
Kumzari,Oman,zum,Severely endangered,1700,26.1936,56.2431
Quechua of Yauyos,Peru,qux,Critically endangered,1700,-12.9081,-75.6958
Bainouk-Samik,Senegal,bcb,Severely endangered,1685,12.5733,-16.2652
Côông,Viet Nam,cnc,Definitely endangered,1676,22.5943,102.7455
Dogrib,Canada,dgr,Vulnerable,1675,62.8292,-115.9904
Upland Yuman,United States of America,yuf,Vulnerable,1650,36.2377,-112.7094
Eastern Cuicatec,Mexico,cut,Vulnerable,1641,17.9666,-96.7166
Tamazight (Ait Rouadi),Morocco,rif,Extinct,1637,32.5745,-5.9655
Woleaian,Micronesia (Federated States of),woe,Severely endangered,1631,7.3515,143.8769
Huehuetla Tepehua,Mexico,tee,Definitely endangered,1603,20.46,-98.0761
Kadiwéu,Brazil,kbc,Definitely endangered,1600,-20.5222,-56.7237
Southern Tiwa (Isleta Pueblo),United States of America,tix,Definitely endangered,1600,34.9057,-106.7066
Southern Tiwa (Sandia Pueblo),United States of America,tix,Definitely endangered,1600,35.2516,-106.565
Tewa (Arizona),United States of America,tew,Definitely endangered,1600,35.8334,-110.3798
Tewa (New Mexico),United States of America,tew,Severely endangered,1600,36.053,-106.0708
ǁGana,Botswana,gnk,Vulnerable,1550,-21.7824,21.8971
Akwáwa,Brazil,"mdz, pak, asu",Vulnerable,1548,-5.2441,-52.7014
Northern Cuicatec,Mexico,None,Vulnerable,1503,17.9511,-96.7384
Chiquihuitlán Mazatec,Mexico,maq,Definitely endangered,1502,17.9953,-96.7449
Apinajé,Brazil,apn,Vulnerable,1500,-6.0317,-47.5604
Bashkarik,Pakistan,"gwc, xka",Severely endangered,1500,35.2893,72.6168
Chintang,Nepal,ctn,Severely endangered,1500,26.9367,87.1991
Forest Nenets,Russian Federation,yrk,Severely endangered,1500,64.9188,77.7941
Hupda (Colombia),Colombia,jup,Definitely endangered,1500,0.3845,-70.1367
Jah Hut,Malaysia,jah,Severely endangered,1500,3.6452,102.3065
Jeri,Côte d'Ivoire,jek,Severely endangered,1500,9.2647,-5.8666
Jonkor Bourmataguil,Chad,jeu,Severely endangered,1500,11.4261,19.0145
K'emant,Ethiopia,ahg,Severely endangered,1500,12.9349,37.2326
Kanashi,India,xns,Definitely endangered,1500,32.0406,77.1075
Karajá,Brazil,kpj,Vulnerable,1500,-11.0921,-50.3393
Karelian (Tikhvin),Russian Federation,krl,Severely endangered,1500,59.601,33.3544
Kendem,Cameroon,kvm,Severely endangered,1500,5.7061,9.6377
Khamba,"China, India",kbg,Definitely endangered,1500,29.0105,94.7653
Lishpa,India,None,Definitely endangered,1500,27.3327,92.384
Mayoruna (Brazil),Brazil,mcf,Vulnerable,1500,-3.3379,-64.8413
Mescalero-Chiricahua Apache (New Mexico),United States of America,apm,Definitely endangered,1500,33.1514,-105.7942
Numao Bunu,China,bwx,Definitely endangered,1500,24.3902,107.2701
Orang Seletar,Malaysia,ors,Severely endangered,1500,1.3387,103.464
Palenque Creole,Colombia,pln,Definitely endangered,1500,10.0952,-75.1142
Pong,Lao People's Democratic Republic,None,Definitely endangered,1500,18.4666,105.05
Pyuma,China,pyu,Vulnerable,1500,22.8027,121.0748
Saaroa,China,sxr,Critically endangered,1500,23.1283,120.7062
Saluan,Indonesia,slb,Vulnerable,1500,-0.8129,122.871
Semaq Beri,Malaysia,szc,Critically endangered,1500,4.0012,102.8443
Talodi,Sudan,tlo,Critically endangered,1500,10.6902,30.3964
Wayana (Suriname),Suriname,way,Vulnerable,1500,2.7455,-54.58
Wik Mungkan,Australia,wim,Vulnerable,1500,-12.9403,141.9873
Natsilingmiutut,Canada,ikt,Vulnerable,1455,68.643,-95.8863
Movima,Bolivia (Plurinational State of),mzp,Severely endangered,1452,-13.7954,-65.4345
Ngombe,Central African Republic,nmj,Definitely endangered,1450,3.9492,15.2352
Cinta Larga,Brazil,cin,Vulnerable,1440,-11.4154,-59.7216
Dupaninan Agta,Philippines,duo,Vulnerable,1400,17.9682,122.0361
Tese,Sudan,keg,Critically endangered,1400,11.2161,29.8471
Bororo,Brazil,bor,Definitely endangered,1390,-15.5172,-53.1024
Puluwat,Micronesia (Federated States of),puw,Severely endangered,1364,7.5803,149.425
Kanela Rankokamekra,Brazil,ram,Vulnerable,1337,-6.075,-44.9121
Saba,Chad,saa,Definitely endangered,1335,11.1487,18.0175
Kurripako (Brazil),Brazil,kpc,Vulnerable,1332,0.7001,-68.3789
Triw,Lao People's Democratic Republic,None,Definitely endangered,1328,15.6833,107.2
Guernsey French,United Kingdom of Great Britain and Northern Ireland,fra,Severely endangered,1327,49.4502,-2.5927
Paafang,Micronesia (Federated States of),pfa,Severely endangered,1318,7.6198,155.1571
Chɨlɨng,Nepal,cur,Definitely endangered,1314,26.9483,87.2527
Zapotec of the Valleys north,Mexico,None,Severely endangered,1303,17.0666,-96.65
Cypriot Arabic,Cyprus,acy,Severely endangered,1300,35.3196,33.338
Palikur (Brazil),Brazil,plu,Vulnerable,1300,4.0396,-51.7236
Sanenyo,India,crv,Critically endangered,1300,7.9504,93.576
Tecóatl Mazatec,Mexico,maa,Vulnerable,1300,18.1653,-96.9124
Xinka,Guatemala,None,Critically endangered,1283,14.3447,-90.2603
Ozomatlán Totonac,Mexico,tgt,Critically endangered,1276,20.1766,-98.0527
Kāgate,Nepal,syw,Definitely endangered,1273,27.5449,86.2925
Maxakali,Brazil,mbl,Vulnerable,1271,-16.5519,-40.3417
Murik,Papua New Guinea,mtf,Vulnerable,1256,-3.8368,144.2807
Pengo,India,peg,Critically endangered,1254,19.0621,83.4851
Marúbo,Brazil,mzr,Vulnerable,1252,-6.0968,-70.2246
Aivilingmiutut,Canada,ike,Vulnerable,1245,64.1657,-83.243
Besme,Chad,bes,Severely endangered,1228,9.6386,16.018
Oirata,Indonesia,oia,Definitely endangered,1221,-8.0755,127.1777
Lohorung,Nepal,"lbr, lrr",Severely endangered,1207,27.4266,87.2498
Harakmbut,Peru,"amr, hug",Definitely endangered,1206,-12.9403,-70.2685
Buyang,China,"yzg, yha, yin",Severely endangered,1200,23.4146,105.7632
Dakka,Indonesia,None,Vulnerable,1200,-3.316,119.2071
Mah Meri,Malaysia,mhe,Severely endangered,1200,2.836,101.4299
Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",crq,Definitely endangered,1200,-23.1201,-62.7539
Te'un (Seram Island),Indonesia,tve,Definitely endangered,1200,-3.1843,128.9465
Tsou,China,tsy,Vulnerable,1200,23.5174,120.8564
Ujir,Indonesia,udj,Definitely endangered,1200,-5.6105,134.2776
White Gelao (China),China,giw,Severely endangered,1200,26.4894,105.021
Dakkang,Lao People's Democratic Republic,None,Definitely endangered,1198,15.6333,107.25
Northern Algonquin,Canada,alq,Vulnerable,1180,48.0616,-77.3521
Akawaio (Brazil),Brazil,ake,Vulnerable,1170,4.1711,-60.249
Huehuetlán Mazatec,Mexico,vmz,Vulnerable,1169,18.1964,-96.9471
Trio (Brazil),Brazil,tri,Vulnerable,1156,1.7136,-55.2392
Savo,Solomon Islands,svs,Definitely endangered,1147,-9.1292,159.8071
Tektitek,Guatemala,ttc,Definitely endangered,1144,15.3073,-92.0609
Fwâi,New Caledonia (France),fwa,Vulnerable,1131,-20.7048,164.9034
Waimirí-Atroarí,Brazil,atr,Vulnerable,1120,-1.0985,-60.8203
Guayabero,Colombia,guo,Definitely endangered,1118,2.6028,-72.3999
Fagauvea (Northern),New Caledonia (France),uve,Vulnerable,1107,-20.4089,166.5444
Fagauvea (Southern),New Caledonia (France),uve,Vulnerable,1107,-20.7381,166.4126
Fania,Chad,fni,Severely endangered,1100,10.0581,18.3993
Ubi,Chad,ubi,Severely endangered,1100,12.1534,18.6946
Warnang,Sudan,wrn,Severely endangered,1100,10.6538,30.6298
Itzá,Guatemala,itz,Critically endangered,1094,16.9838,-89.899
Mixtec of the southwest of Puebla,Mexico,None,Definitely endangered,1074,18.6333,-98.0666
Lowland Chontal,Mexico,None,Critically endangered,1060,16.0286,-95.6683
Koireng,India,nkd,Critically endangered,1056,24.2319,93.7463
Chipaya,Bolivia (Plurinational State of),cap,Definitely endangered,1050,-19.2074,-68.2031
Mokilese,Micronesia (Federated States of),mkj,Critically endangered,1050,6.6864,159.7631
Western Náhuatl,Mexico,None,Severely endangered,1041,18.3745,-103.3026
Acatepec Mazatec,Mexico,None,Vulnerable,1038,18.1621,-96.8766
Mixtec of Villa de Tututepec,Mexico,None,Definitely endangered,1019,16.1333,-97.6
Toda,India,tcx,Critically endangered,1006,11.3184,76.8273
Adabe,Timor-Leste,adb,Vulnerable,1000,-8.2549,125.5737
Alutor,Russian Federation,alr,Severely endangered,1000,60.2016,165.4238
Arapaho (Wyoming),United States of America,arp,Severely endangered,1000,43.0139,-108.8214
Beeke,Democratic Republic of the Congo,bkf,Severely endangered,1000,0.9997,28.7951
Blackfoot (United States of America),United States of America,bla,Definitely endangered,1000,48.5699,-113.0918
Bohtan Neo-Aramaic,"Georgia, Russian Federation",bhn,Severely endangered,1000,41.5579,45.0219
Bola,China,bxd,Definitely endangered,1000,25.0638,98.2414
Bong'om,Kenya,spy,Definitely endangered,1000,1.1315,35.0134
Bora,"Colombia, Peru",boa,Vulnerable,1000,-2.7455,-71.8835
Central Siberian Yupik (St. Lawrence Island),United States of America,ess,Definitely endangered,1000,63.7444,-171.7242
Chali,Bhutan,tgf,Definitely endangered,1000,27.301,91.2991
Cherokee (North Carolina),United States of America,chr,Severely endangered,1000,35.113,-84.0588
Cocama-Cocamilla (Peru),Peru,cod,Severely endangered,1000,-4.8282,-74.2565
Dair,Sudan,drb,Severely endangered,1000,12.517,30.5914
Dakpa,"Bhutan, India",dka,Definitely endangered,1000,27.3937,91.8965
Dampelas,Indonesia,dms,Definitely endangered,1000,0.2005,119.8965
Danaw,Myanmar,dnu,Critically endangered,1000,21.192,97.3937
Ega,Côte d'Ivoire,ega,Severely endangered,1000,5.8018,-5.4492
El Hugeirat,Sudan,elh,Severely endangered,1000,12.3131,28.4243
Faghani,Solomon Islands,faf,Vulnerable,1000,-10.4337,161.5979
Fongoro,Chad,fgr,Severely endangered,1000,11.1029,22.7197
Gambiri,Afghanistan,trm,Severely endangered,1000,34.9017,70.9085
Gongduk,Bhutan,goe,Vulnerable,1000,27.086,91.2002
Gorap,Indonesia,goq,Definitely endangered,1000,2.1528,128.2516
Guugu Yimidhirr,Australia,kky,Vulnerable,1000,-14.8598,144.7338
Gyem,Nigeria,gye,Critically endangered,1000,10.3865,9.3122
Habu,Timor-Leste,hbu,Vulnerable,1000,-8.7819,126.0021
Hawaiian,United States of America,haw,Critically endangered,1000,21.9226,-160.1147
Hértevin,Turkey,hrt,Critically endangered,1000,37.9268,42.5473
Hu,China,huo,Definitely endangered,1000,22.1743,100.9264
Hualapai,United States of America,yuf,Vulnerable,1000,35.5279,-113.4297
Hung,"Lao People's Democratic Republic, Viet Nam",hnu,Definitely endangered,1000,18.9062,105.05
Inkhokvari,Russian Federation,khv,Definitely endangered,1000,42.3981,46.0299
Ishkashimi,Tajikistan,sgl,Severely endangered,1000,36.6915,71.7668
Iyive,Cameroon,uiv,Severely endangered,1000,6.4354,9.5278
Jiongnai Bunu,China,pnu,Definitely endangered,1000,23.3902,108.5135
Kaande,Gabon,kbs,Severely endangered,1000,-0.1318,11.8103
Kaco',Cambodia,xkk,Definitely endangered,1000,13.934,107.4222
Kadu,Myanmar,kdv,Severely endangered,1000,24.2042,95.6332
Kairui-Midiki,Timor-Leste,krd,Vulnerable,1000,-8.7222,126.2878
Kari,Democratic Republic of the Congo,kbj,Severely endangered,1000,4.8392,25.5432
Kayabi,Brazil,kyz,Vulnerable,1000,-11.1972,-53.2342
Khowa,India,bgg,Definitely endangered,1000,27.2546,92.5323
Kodeoha,Indonesia,vko,Vulnerable,1000,-3.4147,120.9155
Kujarge,Chad,vkj,Definitely endangered,1000,11.749,22.2431
Kukatja,Australia,kux,Vulnerable,1000,-21.2074,126.4746
Kuot,Papua New Guinea,kto,Vulnerable,1000,-3.0692,151.5234
Lokono (Suriname),"French Guiana (France), Suriname",arw,Severely endangered,1000,5.6487,-55.1074
Mahongwe,Gabon,mhb,Severely endangered,1000,1.0216,13.9031
Manchurian Ölöt,China,None,Severely endangered,1000,48.1953,124.2993
May,"Lao People's Democratic Republic, Viet Nam",scb,Definitely endangered,1000,18.0623,105.5786
Mbara,Chad,mpk,Severely endangered,1000,10.8009,15.6335
Mech,India,brx,Severely endangered,1000,26.5688,89.1979
Mòcheno,Italy,mhn,Definitely endangered,1000,46.1194,11.3258
Naueti,Timor-Leste,nxa,Vulnerable,1000,-8.7357,126.7053
North Greenlandic,Greenland (Kingdom of Denmark),ike,Definitely endangered,1000,77.4815,-69.3511
Ormuri,"Pakistan, Afghanistan",oru,Definitely endangered,1000,32.518,69.783
Paiter,Brazil,sru,Vulnerable,1000,-11.1245,-61.3476
Pareci,Brazil,pab,Definitely endangered,1000,-14.3525,-58.0174
Pasi,India,adi,Definitely endangered,1000,28.1834,95.2651
Resian,Italy,slv,Definitely endangered,1000,46.3734,13.3058
Sach,"Lao People's Democratic Republic, Viet Nam",scb,Definitely endangered,1000,17.78,105.7666
Sake,Gabon,sak,Severely endangered,1000,-0.0247,11.7691
Saterlandic,Germany,stq,Severely endangered,1000,53.1059,7.6787
She,China,shx,Critically endangered,1000,23.3333,115.2459
Shumashti,Afghanistan,sts,Severely endangered,1000,34.6108,70.7569
Sighu,Gabon,sxe,Severely endangered,1000,-0.0549,13.5461
Sobei,Indonesia,sob,Definitely endangered,1000,-1.8632,138.7408
Thavung (Laos),"Lao People's Democratic Republic, Thailand",thm,Definitely endangered,1000,18.4666,104.6666
Tirma,Sudan,suq,Critically endangered,1000,6.4899,34.3212
Tombelala,Indonesia,ttp,Vulnerable,1000,-2.5315,121.9454
Toto,India,txo,Critically endangered,1000,26.6867,89.5056
Trio (Suriname),Suriname,tri,Vulnerable,1000,2.1528,-56.3818
Tum,Lao People's Democratic Republic,tmk,Definitely endangered,1000,18.7,105.05
Tuotomb,Cameroon,ttf,Severely endangered,1000,4.4449,10.371
Yatê,Brazil,fun,Severely endangered,1000,-7.0136,-37.0458
Zaiwa,"China, India",zkr,Definitely endangered,1000,28.4735,96.4764
Zay,Ethiopia,zwa,Severely endangered,1000,8.0728,38.8476
Zenaga (Western Sahara),Western Sahara,zen,Critically endangered,1000,22.2687,-13.7109
|Gui,Botswana,gwj,Vulnerable,1000,-21.8385,21.7858
ǁAni,Botswana,hnh,Definitely endangered,1000,-18.6462,22.1319
Buglé,Panama,None,Definitely endangered,993,8.5858,-82.3856
Ka'apór,Brazil,urb,Vulnerable,991,-2.8991,-46.3183
Hadza,United Republic of Tanzania,hts,Vulnerable,975,-3.401,35.3897
Kunwinjku,Australia,gup,Vulnerable,974,-12.1333,133.4014
Bakairi,Brazil,bkq,Vulnerable,950,-14.4213,-54.0305
Drubea,New Caledonia (France),duf,Vulnerable,946,-22.0347,166.5527
Namonuito,Micronesia (Federated States of),nmt,Severely endangered,944,8.6299,150.0128
Hya,"Cameroon, Nigeria",hya,Severely endangered,940,10.3311,13.5269
Machineri (Brazil),Brazil,mpd,Vulnerable,937,-10.5742,-70.4882
South Slavey,Canada,xsl,Definitely endangered,920,61.8154,-121.3346
Wajãpi,Brazil,oym,Vulnerable,905,0.747,-52.8442
Mewahang,Nepal,"emg, raf",Severely endangered,904,27.5441,87.1401
Awapit,Ecuador,kwi,Severely endangered,900,1.0985,-78.706
Chimila,Colombia,cbg,Severely endangered,900,10.0986,-73.894
Kua,Botswana,tyu,Definitely endangered,900,-22.7106,26.4605
Njalgulgule,Sudan,njl,Severely endangered,900,8.4452,25.3015
Pech,Honduras,pay,Severely endangered,900,15.0819,-85.5552
Rikbaktsa,Brazil,rkb,Severely endangered,900,-10.6174,-58.2714
Caac,New Caledonia (France),msq,Vulnerable,890,-20.3883,164.5614
Inuinnaqtun,Canada,ikt,Definitely endangered,890,67.8443,-115.2742
Voh-Koné dialects,New Caledonia (France),"bwa, aek, hvk, mrk, mkt",Definitely endangered,878,-20.9665,164.7866
Kuna (Colombia),Colombia,"kvn, cuk",Severely endangered,876,7.8633,-76.9042
Dení,Brazil,dny,Vulnerable,875,-6.5773,-68.1591
Tarao,India,tro,Critically endangered,870,24.297,93.4497
Santa María del Mar Huave,Mexico,hvv,Severely endangered,862,16.2166,-94.85
Nukuoro,Micronesia (Federated States of),nkr,Definitely endangered,860,3.8574,154.9786
Mixtec of Santa Cruz Itundujia,Mexico,None,Definitely endangered,851,16.7666,-97.6
"Zapotec of the Southern mountains, northeast",Mexico,None,Definitely endangered,849,16.2666,-96.2833
Kumak,New Caledonia (France),nee,Vulnerable,847,-20.1278,164.0259
Pukapukan,Cook Islands,pkp,Definitely endangered,840,-10.871,-165.8441
Lola,Indonesia,lcd,Vulnerable,830,-6.3316,134.8818
Ashaninka (Brazil),Brazil,"cjo, cni, cpb, cpc, cpu, cpy, prq",Vulnerable,813,-9.3786,-73.1414
Ottawa (Canada),"Canada, United States of America",otw,Severely endangered,810,46.1519,-82.2243
Bati,Cameroon,btc,Severely endangered,800,4.2012,10.7858
Chorote Iyojwa'ja,"Argentina, Paraguay",crt,Severely endangered,800,-24.287,-60.3808
Eman,Cameroon,emn,Severely endangered,800,6.0531,9.7338
Isu,Cameroon,szv,Severely endangered,800,4.0094,9.5745
Jamamadí,Brazil,jaa,Vulnerable,800,-9.0424,-68.3789
Javaé,Brazil,kpj,Definitely endangered,800,-11.1568,-50.4711
Nubaca,Cameroon,baf,Severely endangered,800,4.2971,10.7446
Panasuan,Indonesia,None,Definitely endangered,800,-2.2516,119.5806
Piaroa (Colombia),Colombia,pid,Definitely endangered,800,4,-68.6666
Taos,United States of America,twf,Definitely endangered,800,36.4717,-105.5596
Taulil,Papua New Guinea,tuh,Vulnerable,800,-4.5435,152.0397
Tuyuca (Brazil),Brazil,tue,Vulnerable,800,0.4394,-66.8847
Kaike,Nepal,kzq,Definitely endangered,794,28.9642,82.9819
Kildin Saami,Russian Federation,sjd,Severely endangered,787,68.0075,35.0079
Ese eja,"Bolivia (Plurinational State of), Peru",ese,Definitely endangered,782,-12.5867,-69.0161
Central Cagayan Agta,Philippines,agt,Vulnerable,779,17.9891,121.8603
Mixtec of Santa Inés de Zaragoza,Mexico,None,Definitely endangered,775,17.2333,-97.1666
Ocopetatillo Mazatec,Mexico,None,Vulnerable,757,18.1856,-96.9113
Jaqaru,Peru,jqr,Severely endangered,750,-12.7488,-75.8248
Waiwai (Suriname),Suriname,waw,Critically endangered,750,2.1528,-56.206
Laal,Chad,gdm,Critically endangered,749,9.9607,17.6083
Ulcha,Russian Federation,ulc,Critically endangered,732,52.0457,140.4162
Jawe,New Caledonia (France),jaz,Vulnerable,729,-20.4913,164.696
Maslam,"Cameroon, Chad",msv,Severely endangered,723,12.136,14.6914
Nambiquara do Sul,Brazil,nab,Vulnerable,721,-13.2506,-59.5404
North Slavey,Canada,scs,Definitely endangered,720,65.2161,-123.4362
Gitksan,Canada,git,Severely endangered,710,55.355,-127.6828
A'ingae / Cofan (Ecuador),Ecuador,con,Definitely endangered,700,0.0659,-76.7065
Animere,Ghana,anf,Critically endangered,700,7.6129,0.4064
Batek,Malaysia,btq,Critically endangered,700,4.6695,102.5051
Enggano,Indonesia,eno,Vulnerable,700,-5.4191,102.2717
Indri,Sudan,idr,Severely endangered,700,8.4397,25.5926
Kalaw Lagaw Ya,Australia,mwp,Definitely endangered,700,-10.0828,142.1081
Lakon,Vanuatu,lkn,Vulnerable,700,-14.251,167.422
Mok (China),China,tlq,Definitely endangered,700,21.5158,100.221
Ngaanyatjarra,Australia,ntj,Vulnerable,700,-26.037,124.541
Ngatikese Men's Creole,Micronesia (Federated States of),None,Definitely endangered,700,5.8305,157.2308
Piratapuya (Brazil),Brazil,pir,Severely endangered,700,0.5712,-66.7089
Mountain Guarijío,Mexico,var,Vulnerable,696,27.8758,-108.553
Nivkh (Sakhalin),Russian Federation,niv,Severely endangered,688,51.7814,143.1628
Krikati,Brazil,xri,Vulnerable,682,-5.8674,-46.7468
Dakota,Canada,dak,Definitely endangered,675,49.8461,-100.5035
Carrier,Canada,"bcr, caf, crx",Severely endangered,660,54.2395,-125.7621
Matlatzinca,Mexico,None,Definitely endangered,651,19.0479,-100.2197
Kasanga,Guinea-Bissau,ccj,Critically endangered,650,12.2702,-16.1553
Wanano / Kotiria (Brazil),Brazil,gvc,Vulnerable,650,0.6152,-67.5
Central Popoloc,Mexico,None,Severely endangered,641,18.5842,-97.9295
Eastern Ojibwe,Canada,ojg,Severely endangered,620,44.8381,-80.1983
River Guarijío,Mexico,None,Vulnerable,617,27.5196,-109.2525
Yuhup (Brazil),Brazil,yab,Vulnerable,617,-1.0546,-69.3896
Ocoyoacac Otomí,Mexico,None,Severely endangered,609,19.2716,-99.4613
Akum,"Cameroon, Nigeria",aku,Critically endangered,600,6.73,9.9316
Blablanga,Solomon Islands,blp,Definitely endangered,600,-8.206,159.4638
Bubia,Cameroon,bbx,Severely endangered,600,4.0204,9.2037
Chickasaw,United States of America,cic,Severely endangered,600,34.6,-96.8161
Desano (Brazil),Brazil,des,Definitely endangered,600,0.0878,-67.9394
Faetar,Italy,frp,Definitely endangered,600,41.3265,15.1721
Hixkaryána,Brazil,hix,Vulnerable,600,-0.5493,-58.5131
Hoava,Solomon Islands,hoa,Vulnerable,600,-8.1883,157.6036
Hodi,Venezuela (Bolivarian Republic of),yau,Vulnerable,600,6.075,-65.6323
Iñapari,Peru,"inp, cuj",Critically endangered,600,-12.0822,-69.7412
Koke,Chad,kou,Severely endangered,600,10.8575,18.1315
Kowiai,Indonesia,kwh,Vulnerable,600,-3.9437,134.0881
Kuikuro,Brazil,kui,Vulnerable,600,-12.35,-53.21
Laiyolo,Indonesia,lji,Definitely endangered,600,-6.3862,120.4733
Mo'da,Sudan,gbn,Critically endangered,600,6.5008,29.9377
Northern Selkup,Russian Federation,sel,Severely endangered,600,65.7035,82.4441
Penrhyn,Cook Islands,pnh,Severely endangered,600,-9.0153,-158.0218
Pintupi,Australia,piu,Vulnerable,600,-22.8882,128.3203
Piratapuya (Colombia),Colombia,pir,Critically endangered,600,0.8333,-69.5
Siona / Secoya (Ecuador),Ecuador,"sey, snn",Severely endangered,600,-0.0659,-76.3989
Sonsorol,Palau,sov,Severely endangered,600,7.4278,134.5495
Teanu,Solomon Islands,tkw,Definitely endangered,600,-11.6219,166.9633
